source,target,weight
2067,162,0
2598,13299,0
599,433,0
294,714,399000
10331,7179,0
6195,5587,114000
10330,2420,0
820,24245,0
23611,6992,0
1082,873,6080000
46,6195,10260000
10468,4482,0
2282,2737,570000
362,936,0
5,714,0
21903,6993,0
2995,7179,0
2672,21941,0
36,12399,0
2293,1267,0
2293,589,0
232,6195,0
2969,1162,0
1132,1034,0
204,76,0
410,4333,0
62,6365,0
2581,252,0
583,1164,0
1091,24773,0
1011,475,0
1091,35415,0
2439,3691,0
2968,244,2508000
18303,24288,0
62,170,0
16214,750,1140000
28025,294,0
1041,1020,570000
252,458,16505000
2703,13649,0
10503,2990,0
327,10138,0
419,485,0
336,979,0
3368,17250,570000
6992,4482,0
965,3325,0
385,200,0
750,940,0
6993,9007,0
3609,11127,0
403,724,0
5287,1083,23000
130,27527,0
458,1038,18126000
7074,2598,0
2977,8429,0
1386,4083,0
11194,9074,0
1124,2410,0
398,681,9120000
1091,3060,171000
2727,21363,0
995,618,9120000
121,3336,0
10969,2227,0
10688,1083,570000
354,9804,0
200,1435,0
5546,892,0
618,1290,1596000
380,1385,0
1023,40,0
384,202,0
10480,8835,0
720,252,0
601,24279,0
16795,294,1140000
15952,4750,0
128,265,456000
3263,2639,0
2672,26854,0
330,2425,0
19,1038,4161000
12452,10484,0
1390,4541,228000
3187,5544,0
290,750,912000
14171,5773,0
1436,3325,0
1245,3898,0
3508,33727,0
6491,697,0
8424,2425,0
553,265,0
128,2729,0
2362,144,912000
10442,8835,0
16795,2441,0
19,1103,285000
244,1176,0
3008,1421,0
820,10484,0
2671,6676,171000
1085,2423,0
697,1321,0
833,44139,0
419,314,0
8970,458,0
1038,10155,0
1085,10787,0
1423,79,2850000
6621,697,0
714,6182,0
35,239,0
3,66,0
31,512,24740000
3,80,0
7975,715,289000
281,3229,0
518,6,0
70135,6996,0
1506,19771,0
2423,1436,0
527,2293,239000
25029,11194,0
6692,12,0
301,58,17790000
856,14,0
873,29,45490000
1084,631,0
355,370,0
1219,1132,0
120,524,0
293,167,200000
82,269,0
589,2323,0
6418,8847,0
41197,1091,0
2696,940,0
6189,1083,0
3840,6890,0
1038,527,0
845,2463,0
892,5544,0
368,237,2964000
3243,2439,0
1284,202,68000
6692,862,0
1038,4171,0
541,4441,0
798,642,0
8524,128,0
5662,134,0
3999,2441,0
417,40,6270000
379,972,0
20,14928,0
7185,128,0
15300,2698,0
16242,6414,0
1531,472,0
10670,130,0
800,2331,0
2362,999,0
2921,1390,1140000
6992,9007,0
1465,7056,0
4541,410,0
1158,855,0
7055,2672,0
618,1154,0
968,44374,0
5220,6643,0
1050,1531,0
144,999,0
399,3709,0
3714,40426,0
1390,124,0
1390,1429,342000
3687,1083,0
6600,8835,342000
418,897,1480000
1268,6494,0
19,430,6270000
197,3,1710000
2778,306,0
2330,126,0
704,130,0
1047,6195,0
495,66,0
7042,1420,0
2598,797,0
148,2454,0
148,2262,0
289,1041,0
260,3368,7070000
126,2463,0
37439,715,0
583,1095,0
3610,377,0
46703,28095,10000
1158,2969,1710000
152,924,0
25817,2457,0
1411,1096,0
15156,845,0
11148,447,0
40,1147,0
150,4032,0
281,355,0
969,232,0
447,8578,0
419,3522,205000
16704,969,684000
1084,331,0
1434,132,0
2068,1083,0
336,11282,3990000
5107,845,0
5174,6195,0
79,336,0
2700,22220,0
979,336,0
148,3057,456000
1321,2311,0
62,1322,1249000
11083,11278,0
738,855,0
1053,405,1710000
294,124,912000
2861,1111,0
413,409,1370000
130,336,2960000
2403,630,0
4294,14977,0
405,873,2390000
1184,18,2850000
3392,2079,0
714,46,0
820,589,0
265,144,0
152,36,0
354,9888,0
1268,724,0
6483,697,0
1038,4104,0
20908,5107,0
1562,7975,0
289,920,0
1104,4097,0
3987,4603,0
1390,1025,11172000
11,131,191520000
895,289,0
2698,16704,855000
2703,932,1710000
6432,660,0
281,337,1310000
1385,506,0
312,3725,456000
130,607,0
148,1083,0
5226,5287,0
22203,130,0
339,1043,0
383,6195,10810000
7750,1506,0
897,1108,0
1039,379,0
4713,3,0
506,2722,2280000
710,197,0
619,1290,0
332,800,3420000
610,16,342000
4097,4083,0
2995,1114,0
4086,1386,0
404,566,0
601,12824,0
265,3396,0
122,856,0
61,19,0
466,1123,0
21941,683,0
6195,4254,0
7074,2439,570000
610,202,2109000
6377,814,0
814,1401,0
589,2293,0
255,4128,456000
232,2700,0
1150,148,0
566,2180,0
2079,3709,0
46,3037,0
430,3522,86000
931,631,0
1455,1304,0
3592,6422,0
1071,677,1712000
1387,4330,0
1234,3709,6840000
1244,294,9120000
506,4515,0
18642,430,0
625,714,0
40,987,0
